1023.47,0.000977069,
570.298,0.00175347,
479.736,0.00208448,
605.849,0.00165058,
642.411,0.00155664,
968.516,0.00103251,
379.012,0.00263844,
678.322,0.00147423,
398.581,0.0025089,
578.895,0.00172743,
1325.68,0.000754331,
1302.04,0.000768028,
875.643,0.00114202,
234.927,0.00425665,
635.882,0.00157262,
565.3,0.00176897,
903.384,0.00110695,
1446.51,0.000691318,
1556.82,0.000642335,
1272.92,0.000785597,
594.166,0.00168303,
1073.22,0.000931776,
1672.37,0.000597952,
668.226,0.0014965,
1583.75,0.000631414,
698.201,0.00143225,
898.837,0.00111255,
676.858,0.00147741,
1125.23,0.000888708,
491.546,0.0020344,
618.2,0.0016176,
1009.76,0.000990337,
1044.94,0.000956989,
1003.83,0.000996186,
380.972,0.00262486,
1061.32,0.00094222,
1039.75,0.000961766,
294.498,0.00339561,
387.49,0.00258071,
2327.56,0.000429635,
540.154,0.00185133,
649.484,0.00153968,
1235.04,0.000809694,
800.915,0.00124857,
1127,0.000887315,
610.981,0.00163671,
1179.97,0.000847477,
2467.91,0.000405201,
434.622,0.00230085,
1329.33,0.000752258,
1538.37,0.00065004,
986.251,0.00101394,
1131.63,0.000883679,
536.647,0.00186342,
1697.01,0.000589273,
2672.16,0.000374229,
703.269,0.00142193,
530.508,0.00188499,
2693.86,0.000371215,
936.228,0.00106812,
569.389,0.00175627,
501.293,0.00199484,
589.585,0.00169611,
369.494,0.0027064,
562.885,0.00177656,
682.661,0.00146486,
648.368,0.00154233,
808.77,0.00123645,
871.177,0.00114787,
1657.2,0.000603427,
582.279,0.00171739,
905.207,0.00110472,
679.364,0.00147196,
981.028,0.00101934,
703.641,0.00142118,
1272.69,0.000785738,
521.459,0.0019177,
920.514,0.00108635,
2483.15,0.000402714,
3350.28,0.000298483,
1395.78,0.000716447,
1534.54,0.000651663,
669.968,0.00149261,
912.674,0.00109568,
799.233,0.0012512,
704.217,0.00142002,
851.602,0.00117426,
1295.79,0.000771732,
811.898,0.00123168,
1005.97,0.00099407,
618.863,0.00161587,
446.792,0.00223818,
776.939,0.0012871,
638.572,0.00156599,
1935.76,0.000516592,
427.391,0.00233978,
463.875,0.00215575,
955.308,0.00104678,
706.792,0.00141484,
1122.34,0.000890995,
734.942,0.00136065,
